Today's Date,"Eligible Devs (unique, latest period only)","Active Devs (unique, accumulated all time)","Rewarded Devs (unique, accumulated all time)",Active developers with Celo Mainnet active contracts,Active developers with Celo Mainnet contracts deployed
2025-06-03 10:00:00 UTC,10550,809,100,23,330
