Today's Date,"Eligible Devs (unique, latest period only)","Active Devs (unique, accumulated all time)","Rewarded Devs (unique, accumulated all time)",Active developers with Base-summer Mainnet active contracts,Active developers with Base-summer Mainnet contracts deployed
2025-08-06 10:00:00 UTC,52205,2469,170,0,0
